0,0.298651,0.555370,
1,0.758758,0.426618,
1,0.299684,0.443599,
1,0.502371,0.741247,
1,0.411817,0.511916,
1,0.663497,0.441176,
1,0.271399,0.736916,
1,0.480443,0.285510,
1,0.402516,0.772494,
1,0.429737,0.812335,
1,0.412545,0.325067,
0,0.318814,0.671851,
0,0.005956,0.422514,
1,0.756534,0.578710,
1,0.463530,0.294220,
0,0.509409,0.442000,
0,0.581449,0.502850,
1,0.479453,0.173121,
0,0.315649,0.671921,
0,0.420213,0.483043,
0,0.544802,0.288869,
1,0.613435,0.609775,
0,0.668499,0.479730,
0,0.513084,0.279588,
1,0.444664,0.226407,
1,0.322468,0.586795,
1,0.354744,0.522317,
0,0.358322,0.376867,
0,0.396528,0.546161,
1,0.487636,0.698938,
1,0.570268,0.396744,
1,0.735166,0.576251,
1,0.077538,0.620483,
1,0.613350,0.393610,
0,0.458939,0.535300,
1,0.141463,0.406178,
1,0.709699,0.077567,
0,0.205884,0.578224,
0,0.489097,0.439557,
0,0.478230,0.597884,
0,0.379258,0.463271,
1,0.456364,0.446900,
1,0.790729,0.580934,
1,0.595430,0.629543,
0,0.702024,0.580056,
0,0.519994,0.677632,
1,0.454896,0.678706,
1,0.515066,0.354664,
1,0.411092,0.722399,
0,0.523240,0.397628,
0,0.529004,0.386375,
0,0.707618,0.587063,
1,0.326215,0.532611,
1,0.398002,0.696511,
0,0.523595,0.519300,
1,0.562247,0.406347,
0,0.486761,0.523343,
1,0.399891,0.155569,
0,0.536132,0.503338,
1,0.594864,0.670778,
0,0.573326,0.465415,
1,0.425748,0.738748,
1,0.172222,0.163705,
1,0.263322,0.702447,
0,0.274979,0.460464,
0,0.769758,0.282751,
0,0.497956,0.523566,
1,0.435163,0.517407,
0,0.441747,0.553974,
0,0.524263,0.664784,
1,0.649612,0.680367,
0,0.127571,0.547260,
0,0.661323,0.498359,
0,0.542402,0.540818,
1,0.085824,0.146436,
1,0.469620,0.479088,
1,0.781293,0.402439,
1,0.369861,0.623406,
1,0.388025,0.161635,
1,0.811844,0.476955,
1,0.181808,0.386065,
0,0.575581,0.474867,
1,0.409839,0.704740,
0,0.225027,0.624071,
0,0.263273,0.457003,
1,0.482631,0.271450,
0,0.685618,0.497395,
0,0.484330,0.622763,
1,0.666786,0.318792,
0,0.388032,0.576571,
0,0.371649,0.406016,
0,0.535961,0.477254,
1,0.324148,0.442838,
1,0.109317,0.655383,
0,0.525322,0.482389,
1,0.619947,0.683338,
1,0.469499,0.433376,
0,0.416602,0.482149,
0,0.434083,0.623022,
1,0.396042,0.781820,
